Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.6000000000000009,29.36353815616475,193186637.8042456
2,1.0,0.6000000000000009,29.4814908645898,195545408.42545128
3,1.0,0.6000000000000009,29.75020203941641,199522245.40926412
4,1.0,0.6000000000000009,30.101668678916177,204528556.329397
5,1.0,0.6000000000000009,31.86874983198073,207092065.739389
6,1.0,0.6000000000000009,39.04189963908755,225077711.3949706
7,1.0,0.7594945873165194,69.62725197525612,257256218.620412
8,1.0,0.8470863404221265,75.29542353532112,255408586.34181526
9,1.0,0.6000000000000009,37.965316397897936,257245646.73009047
10,1.0,0.6000000000000009,34.89776268215023,250816141.72587007
11,1.0,0.6000000000000009,25.39247775975605,240954194.39675146
12,1.0,0.6000000000000009,22.055166517254907,218892694.67915717
13,1.0,0.6658586826985925,62.797906291970676,196318388.7165414
14,1.0,0.605088383082719,50.06554183965609,172766695.43107408
15,1.0,0.6000000000000009,27.964498024893402,149593359.41429275
16,1.0,0.6000000000000009,29.663556275299932,135593574.65883943
17,1.0,0.6000000000000009,31.918651441788462,132707610.18065435
18,1.0,0.6000000000000009,36.72758885938271,156029437.83910596
19,0.9998757233656753,0.913408214324942,80.33161757248637,194414620.38421723
20,0.968325875711074,1.0,101.65070888800449,207980619.73112395
21,1.0,0.671647224841266,65.30557293501165,203432097.52281392
22,1.0,0.6000000000000009,51.392734047651984,202045029.25159922
23,1.0,0.6000000000000009,38.6906386562108,201205726.44217524
24,1.0,0.6000000000000009,32.95342951555664,200461437.04703793
