Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.5999999999999999,33.358485460816624,254055346.96126
2,1.0,0.5999999999999999,33.45028487113481,255812177.16760623
3,1.0,0.5999999999999999,33.83600605021205,260824238.51102638
4,1.0,0.5999999999999999,34.35711346810069,267687938.3122687
5,1.0,0.5999999999999999,36.56845092713966,271226862.8808183
6,1.0,0.5999999999999999,44.02411094038054,289945920.0049824
7,1.0,0.6061538461538462,70.86858162175814,321079847.8606854
8,0.9998347104246169,0.6153846153846155,80.27841015477412,317552328.98707765
9,1.0,0.6061538461538462,54.31947898220151,319828887.89931625
10,1.0,0.6038461538461537,60.286247493077354,314034740.51120794
11,1.0,0.6038461538461537,48.23943427323062,308264723.534216
12,1.0,0.6023076923076922,43.297102247088034,287894241.6974369
13,0.9961224248435048,0.6123076923076924,92.52916052887441,267330963.71838412
14,0.9950083143001683,0.6223076923076923,83.90039056416366,233021093.59212786
15,0.9980852373770914,0.6127646836327828,49.121060265818016,216536882.319173
16,1.0,0.6027646836327825,46.542322484221565,201297329.0919887
17,1.0,0.6007692307692306,41.67939135764194,195771377.5262003
18,1.0,0.5999999999999999,49.74105803832485,234845521.08198273
19,0.9978904303371756,0.6100000000000001,90.09882743887295,271364402.28168786
20,0.9878904303371757,0.62,108.35628580636458,281564388.11231434
21,0.9978904303371756,0.6253456192200848,68.77558101959465,275746206.98948014
22,1.0,0.6153456192200847,58.49884092945889,273461718.9143503
23,1.0,0.6076533115277771,45.21887247589286,271459871.68419653
24,1.0,0.5999999999999999,39.51436135813114,269350817.7938591
